url_path,views_total,views_unique
/google/triggerator,18,8
/google/triggerator/tree/main/scripts,3,2
/google/triggerator/tree/main/backend/src,3,1
/google/triggerator/tree/main/backend,2,2
/google/triggerator/tree/main/backend/src/test,2,1
/google/triggerator/tree/main/frontend,2,1
/google/triggerator/blob/main/backend/src/test/feed-service.tests.ts,1,1
/google/triggerator/blob/main/backend/src/test/weather.csv,1,1
/google/triggerator/blob/main/scripts/build-n-deploy.sh,1,1
/google/triggerator/blob/main/scripts/build.sh,1,1
