time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-31 00:00:00+00:00,,,1.0,1.0
2022-06-01 00:00:00+00:00,,,29.0,3.0
2022-06-03 00:00:00+00:00,,,1.0,1.0
2022-06-04 00:00:00+00:00,1.0,1.0,9.0,1.0
2022-06-07 00:00:00+00:00,,,1.0,1.0
2022-06-08 00:00:00+00:00,,,1.0,1.0
2022-06-10 00:00:00+00:00,1.0,1.0,6.0,2.0
2022-06-12 00:00:00+00:00,1.0,1.0,1.0,1.0
2022-06-13 00:00:00+00:00,1.0,1.0,,
