url_path,views_total,views_unique
/google/triggerator,11,9
/google/triggerator/tree/main/backend,6,2
/google/triggerator/blob/main/backend/package.json,4,2
/google/triggerator/tree/main/backend/src,2,2
/google/triggerator/blob/c03b4241b6c64d368054813ee084481bf819c235/backend/src/app/config-service.ts,1,1
/google/triggerator/blob/main/backend/package-lock.json,1,1
/google/triggerator/blob/main/frontend/package.json,1,1
/google/triggerator/search,1,1
/google/triggerator/tree/main/backend/src/test,1,1
/google/triggerator/tree/main/frontend,1,1
