url_path,views_total,views_unique
/google/triggerator,15,11
/google/triggerator/tree/main/backend,9,4
/google/triggerator/blob/main/backend/package.json,6,4
/google/triggerator/tree/main/backend/src,3,3
/google/triggerator/blob/main/backend/package-lock.json,2,2
/google/triggerator/blob/5c88f8a640ce3291f2303f899c3f1e6b439b8068/backend/package.json,1,1
/google/triggerator/blob/c03b4241b6c64d368054813ee084481bf819c235/backend/src/app/config-service.ts,1,1
/google/triggerator/blob/main/backend/nodemon.json,1,1
/google/triggerator/blob/main/backend/src/index.ts,1,1
/google/triggerator/blob/main/frontend/package.json,1,1
