time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-07 00:00:00+00:00,2.0,2.0,6.0,3.0
2021-12-08 00:00:00+00:00,1.0,1.0,6.0,3.0
2021-12-09 00:00:00+00:00,1.0,1.0,17.0,3.0
2021-12-10 00:00:00+00:00,,,10.0,2.0
2021-12-11 00:00:00+00:00,,,1.0,1.0
2021-12-12 00:00:00+00:00,1.0,1.0,,
2021-12-13 00:00:00+00:00,,,2.0,1.0
2021-12-16 00:00:00+00:00,,,3.0,1.0
2021-12-19 00:00:00+00:00,1.0,1.0,1.0,1.0
2021-12-20 00:00:00+00:00,,,1.0,1.0
