url_path,views_total,views_unique
/google/triggerator/tree/main/backend,13,2
/google/triggerator/tree/main/scripts,10,2
/google/triggerator,6,6
/google/triggerator/blob/main/CHANGELOG.md,5,2
/google/triggerator/tree/main,5,2
/google/triggerator/tree/main/backend/src,4,2
/google/triggerator/tree/main/frontend,3,1
/google/triggerator/blob/253cbf1fdd6e4bff0be2c87604c48cbf704fc103/backend/package.json,2,1
/google/triggerator/blob/253cbf1fdd6e4bff0be2c87604c48cbf704fc103/frontend/package.json,2,1
/google/triggerator/blob/253cbf1fdd6e4bff0be2c87604c48cbf704fc103/frontend/package-lock.json,2,1
