url_path,views_total,views_unique
/google/triggerator,15,11
/google/triggerator/tree/main/backend/src,4,2
/google/triggerator/tree/main/backend,3,2
/google/triggerator/tree/main/backend/src/app,3,2
/google/triggerator/blob/b8ff80e4cb9978af707dc0094988045bbb103017/README.md,1,1
/google/triggerator/blob/main/backend/package.json,1,1
/google/triggerator/blob/main/backend/src/app/cloud-utils.ts,1,1
/google/triggerator/blob/main/backend/src/app/config-service.ts,1,1
/google/triggerator/blob/main/backend/src/app/sdf-controller.ts,1,1
/google/triggerator/blob/main/backend/src/app.ts,1,1
