time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-25 00:00:00+00:00,,,1,1
2021-12-28 00:00:00+00:00,,,1,1
2021-12-29 00:00:00+00:00,,,18,1
2021-12-30 00:00:00+00:00,1.0,1.0,1,1
2021-12-31 00:00:00+00:00,,,11,1
2022-01-01 00:00:00+00:00,,,2,1
2022-01-02 00:00:00+00:00,,,1,1
2022-01-03 00:00:00+00:00,,,1,1
2022-01-05 00:00:00+00:00,1.0,1.0,5,3
