time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-02-04 00:00:00+00:00,,,7,3
2022-02-05 00:00:00+00:00,2.0,2.0,4,4
2022-02-06 00:00:00+00:00,,,3,1
2022-02-07 00:00:00+00:00,,,2,2
2022-02-08 00:00:00+00:00,,,4,4
2022-02-09 00:00:00+00:00,,,37,5
2022-02-10 00:00:00+00:00,,,9,4
2022-02-11 00:00:00+00:00,,,9,2
2022-02-13 00:00:00+00:00,,,3,2
2022-02-14 00:00:00+00:00,,,8,4
2022-02-15 00:00:00+00:00,,,4,3
2022-02-16 00:00:00+00:00,1.0,1.0,11,6
