url_path,views_total,views_unique
/google/triggerator,24,19
/google/triggerator/tree/main/backend,3,1
/google/triggerator/blob/main/scripts/create-spreadsheet.py,2,2
/google/triggerator/tree/main/scripts,2,2
/google/triggerator/blob/main/backend/nodemon.json,2,1
/google/triggerator/blob/main/backend/src/app/config-service.ts,2,1
/google/triggerator/search,2,1
/google/triggerator/tree/main/backend/src,2,1
/google/triggerator/tree/main/backend/src/app,2,1
/google/triggerator/blob/69b27d9137bcce22b65f1caf9bbd6ff355ac9dd4/backend/package-lock.json,1,1
