time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-31 00:00:00+00:00,,,1,1
2022-06-01 00:00:00+00:00,,,29,3
2022-06-03 00:00:00+00:00,,,1,1
2022-06-04 00:00:00+00:00,1.0,1.0,9,1
2022-06-07 00:00:00+00:00,,,1,1
2022-06-08 00:00:00+00:00,,,1,1
2022-06-10 00:00:00+00:00,1.0,1.0,6,2
2022-06-12 00:00:00+00:00,1.0,1.0,1,1
