url_path,views_total,views_unique
/google/triggerator,13,9
/google/triggerator/tree/main/frontend,4,1
/google/triggerator/tree/main/scripts,4,1
/google/triggerator/blob/main/backend/src/app/sdf-controller.ts,3,1
/google/triggerator/blob/main/backend/src/app/sdf-generator.ts,2,1
/google/triggerator/blob/main/backend/src/env.ts,2,1
/google/triggerator/blob/main/backend/src/index.ts,2,1
/google/triggerator/blob/main/scripts/setup.sh,2,1
/google/triggerator/tree/main/backend,2,1
/google/triggerator/tree/main/backend/src,2,1
