time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-31 00:00:00+00:00,,,11,1
2022-01-01 00:00:00+00:00,,,2,1
2022-01-02 00:00:00+00:00,,,1,1
2022-01-03 00:00:00+00:00,,,1,1
2022-01-05 00:00:00+00:00,1.0,1.0,5,3
2022-01-07 00:00:00+00:00,,,1,1
2022-01-09 00:00:00+00:00,,,2,2
2022-01-10 00:00:00+00:00,,,7,2
2022-01-11 00:00:00+00:00,1.0,1.0,1,1
2022-01-13 00:00:00+00:00,3.0,2.0,1,1
