url_path,views_total,views_unique
/google/triggerator,5,5
/google/triggerator/blob/main/LICENSE,2,1
/google/triggerator/delete/main/LICENSE,2,1
/google/triggerator/blame/main/LICENSE,1,1
/google/triggerator/blob/ba3b03246ffef3216e2a9ade6a5d9bf611e66ef2/backend/src/test/config-service.tests.ts,1,1
/google/triggerator/blob/main/CHANGELOG.md,1,1
/google/triggerator/tree/main/backend,1,1
/google/triggerator/tree/main/backend/src,1,1
/google/triggerator/tree/main/backend/src/test,1,1
/google/triggerator/tree/main/scripts,1,1
