time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-16 00:00:00+00:00,,,3,1
2021-12-19 00:00:00+00:00,1.0,1.0,1,1
2021-12-20 00:00:00+00:00,,,1,1
2021-12-21 00:00:00+00:00,,,1,1
2021-12-22 00:00:00+00:00,,,13,6
2021-12-23 00:00:00+00:00,,,1,1
2021-12-25 00:00:00+00:00,,,1,1
2021-12-28 00:00:00+00:00,,,1,1
2021-12-29 00:00:00+00:00,,,18,1
